,HOUR,MAKE,BODY_TYP,MOD_YEAR,AGE,INJ_SEV,REST_USE,EJECTION,VE_FORMS,VSURCOND,ROLLOVER,TRAV_SP,VSPD_LIM,LGT_COND,DIF_SP
299,18,GMC,SUVs,12.0,10,Suspected Minor Injury,1,0,5,0,0,0,70,2,-70
300,18,GMC,SUVs,12.0,13,Suspected Minor Injury,1,0,5,0,0,0,70,2,-70
301,18,GMC,SUVs,12.0,8,Suspected Minor Injury,1,0,5,0,0,0,70,2,-70
302,18,Ford,Sedans,17.0,57,No Apparent Injury,1,0,5,0,0,0,70,2,-70
303,5,Ford,Sedans,6.0,27,Fatal Injury,1,0,2,0,0,107,70,0,37
304,5,Ford,Sedans,6.0,26,Fatal Injury,1,0,2,0,0,107,70,0,37
305,5,Ford,Sedans,6.0,24,Suspected Minor Injury,0,0,2,0,0,107,70,0,37
306,5,Ford,Sedans,6.0,17,Suspected Minor Injury,0,0,2,0,0,107,70,0,37
307,5,Chevrolet,Pickups,14.0,24,No Apparent Injury,1,0,1,0,0,60,70,2,-10
308,99,Chevrolet,SUVs,21.0,49,Suspected Serious Injury,1,0,2,0,0,30,25,0,5
309,15,Dodge,Pickups,11.0,22,No Apparent Injury,1,0,2,0,0,45,45,0,0
310,20,Chevrolet,Pickups,14.0,32,No Apparent Injury,0,0,1,0,0,48,45,2,3
311,15,Toyota,Sedans,20.0,58,Fatal Injury,0,0,2,0,0,55,45,0,10
312,7,Ford,Pickups,9.0,57,Fatal Injury,0,0,2,0,0,0,55,0,-55
313,12,Chevrolet,Sedans,5.0,40,No Apparent Injury,1,0,3,0,0,10,60,0,-50
314,12,BMW,Sedans,2.0,20,No Apparent Injury,1,0,3,0,0,0,35,0,-35
315,4,Dodge,Pickups,14.0,51,No Apparent Injury,1,0,1,0,0,45,45,2,0
316,14,Honda,Sedans,17.0,90,Fatal Injury,1,0,2,0,0,50,55,0,-5
317,14,Honda,Sedans,17.0,84,Fatal Injury,1,0,2,0,0,50,55,0,-5
318,18,Dodge,Pickups,20.0,44,No Apparent Injury,0,0,1,0,3,65,35,0,30
319,18,Dodge,Pickups,20.0,36,Fatal Injury,0,2,1,0,3,65,35,0,30
320,7,Ford,Pickups,27.0,70,Fatal Injury,1,0,2,0,0,30,40,0,-10
321,4,Chevrolet,Pickups,2.0,53,Suspected Serious Injury,1,0,2,0,1,45,45,2,0
322,20,Honda,Sedans,1.0,34,Possible Injury,1,0,2,0,0,60,45,2,15
323,20,Hyundai,Sedans,5.0,25,Fatal Injury,0,0,2,0,0,35,45,2,-10
324,5,Chevrolet,Sedans,7.0,32,Fatal Injury,0,0,2,0,0,20,65,0,-45
326,5,Hyundai,Sedans,12.0,37,No Apparent Injury,1,0,1,0,0,65,65,2,0
327,7,GMC,Pickups,20.0,49,Suspected Serious Injury,0,0,2,0,0,48,45,0,3
328,18,Ford,Pickups,22.0,64,Fatal Injury,0,0,1,0,1,65,45,0,20
329,18,Ford,Pickups,22.0,54,Suspected Serious Injury,1,0,1,0,1,65,45,0,20
330,19,GMC,Pickups,16.0,18,Suspected Serious Injury,0,0,2,0,0,88,55,2,33
331,19,GMC,Pickups,16.0,54,Suspected Serious Injury,1,0,2,0,0,88,55,2,33
332,19,GMC,Pickups,16.0,16,Suspected Serious Injury,0,0,2,0,0,88,55,2,33
333,12,Chevrolet,Pickups,9.0,58,Fatal Injury,1,0,2,1,0,65,65,0,0
334,12,Chevrolet,Pickups,9.0,35,Suspected Minor Injury,1,0,2,1,0,65,65,0,0
335,19,Dodge,Pickups,24.0,34,Fatal Injury,0,1,1,0,1,60,45,2,15
336,6,Toyota,SUVs,2.0,25,Possible Injury,1,0,2,0,0,50,55,0,-5
337,0,Hyundai,Sedans,6.0,50,Fatal Injury,0,0,1,0,0,65,40,2,25
338,8,Chevrolet,SUVs,14.0,59,Fatal Injury,0,0,1,0,0,75,45,0,30
339,4,Chevrolet,Pickups,2.0,23,Suspected Minor Injury,1,0,2,1,0,55,55,2,0
340,4,Chevrolet,Pickups,2.0,36,Suspected Minor Injury,1,0,2,1,0,55,55,2,0
341,21,Chevrolet,Pickups,18.0,34,No Apparent Injury,1,0,1,0,1,65,35,2,30
342,21,Chevrolet,Pickups,18.0,36,No Apparent Injury,0,0,1,0,1,65,35,2,30
343,21,Chevrolet,Pickups,18.0,46,Suspected Serious Injury,0,1,1,0,1,65,35,2,30
344,21,Chevrolet,Pickups,18.0,37,Fatal Injury,0,0,1,0,1,65,35,2,30
345,14,Chevrolet,Pickups,16.0,34,No Apparent Injury,1,0,2,0,0,10,40,0,-30
346,20,BMW,Sedans,17.0,34,No Apparent Injury,1,0,1,0,0,50,55,1,-5
347,19,Hyundai,SUVs,1.0,42,Suspected Serious Injury,1,0,1,0,0,70,70,2,0
348,19,Hyundai,SUVs,1.0,42,Fatal Injury,0,0,1,0,0,70,70,2,0
349,19,Hyundai,SUVs,1.0,17,Fatal Injury,0,0,1,0,0,70,70,2,0
350,3,Jeep,SUVs,10.0,61,No Apparent Injury,1,0,4,0,0,65,70,2,-5
351,3,Ford,Pickups,20.0,58,Suspected Serious Injury,1,0,4,0,1,65,70,2,-5
352,3,Ford,Pickups,20.0,23,Suspected Serious Injury,0,1,4,0,1,65,70,2,-5
353,3,Ford,Pickups,20.0,18,Suspected Serious Injury,1,0,4,0,1,65,70,2,-5
354,3,Ford,Pickups,20.0,16,Suspected Serious Injury,0,0,4,0,1,65,70,2,-5
355,6,Toyota,Sedans,15.0,23,Fatal Injury,0,2,1,0,1,70,70,0,0
356,18,Ford,SUVs,19.0,64,Fatal Injury,1,0,2,0,0,0,70,0,-70
357,5,Honda,Sedans,13.0,25,Suspected Minor Injury,1,0,2,0,0,95,70,2,25
358,13,Ford,Pickups,6.0,65,No Apparent Injury,1,0,2,0,0,20,35,0,-15
359,0,Chevrolet,Pickups,26.0,46,Fatal Injury,1,0,1,0,0,80,45,2,35
360,9,Toyota,Pickups,11.0,68,No Apparent Injury,1,0,2,0,0,20,25,0,-5
361,22,Chevrolet,Sedans,10.0,32,No Apparent Injury,1,0,1,0,0,45,45,2,0
362,13,GMC,Pickups,13.0,61,Fatal Injury,0,0,1,0,0,75,55,0,20
363,22,Honda,SUVs,13.0,33,Fatal Injury,0,1,1,0,1,65,40,2,25
364,12,BMW,Pickups,19.0,53,Fatal Injury,0,0,1,1,0,55,45,0,10
365,16,Chevrolet,Pickups,45.0,57,Fatal Injury,0,0,2,0,0,65,55,0,10
366,2,GMC,Pickups,21.0,31,Fatal Injury,1,1,1,0,1,55,45,2,10
367,2,GMC,Pickups,21.0,32,Suspected Minor Injury,1,0,1,0,1,55,45,2,10
368,19,Chevrolet,Pickups,18.0,68,Fatal Injury,1,0,2,0,1,0,55,0,-55
369,19,GMC,Pickups,8.0,24,Suspected Minor Injury,1,0,2,0,0,55,55,0,0
370,16,Toyota,Pickups,21.0,67,Fatal Injury,1,0,1,1,1,55,55,0,0
371,18,Chevrolet,Sedans,21.0,73,Fatal Injury,0,0,2,0,0,20,35,0,-15
372,18,Chevrolet,Pickups,8.0,24,No Apparent Injury,1,0,2,0,0,55,55,0,0
373,18,Chevrolet,Pickups,8.0,25,No Apparent Injury,1,0,2,0,0,55,55,0,0
374,18,Chevrolet,Pickups,8.0,33,No Apparent Injury,1,0,2,0,0,55,55,0,0
375,23,Chevrolet,SUVs,8.0,38,Possible Injury,1,0,1,0,0,50,65,2,-15
376,7,BMW,Pickups,2.0,71,Fatal Injury,0,0,4,0,0,55,55,0,0
377,7,Chevrolet,SUVs,1.0,34,No Apparent Injury,1,0,4,0,0,55,55,0,0
378,7,Chevrolet,Pickups,13.0,36,Suspected Minor Injury,1,0,4,0,0,55,55,0,0
379,20,Ford,Pickups,11.0,43,Fatal Injury,1,0,1,0,1,65,45,2,20
380,10,Dodge,Pickups,18.0,73,Suspected Serious Injury,1,0,2,0,0,25,55,0,-30
381,10,BMW,Sedans,13.0,39,Suspected Minor Injury,1,0,2,0,0,55,55,0,0
382,10,BMW,Sedans,13.0,63,Fatal Injury,1,0,2,0,0,55,55,0,0
383,2,Ford,SUVs,4.0,31,Suspected Serious Injury,1,0,2,0,0,50,40,2,10
384,15,Dodge,Pickups,1.0,21,No Apparent Injury,0,0,2,0,0,55,55,0,0
385,15,Ford,Pickups,20.0,57,Fatal Injury,1,0,2,0,0,52,55,0,-3
386,0,Chevrolet,Pickups,20.0,24,Fatal Injury,0,2,1,0,1,50,35,2,15
387,0,Chevrolet,Pickups,20.0,24,No Apparent Injury,1,0,1,0,1,50,35,2,15
388,19,Chevrolet,Pickups,14.0,45,Fatal Injury,0,1,1,0,1,75,35,2,40
389,11,Ford,SUVs,28.0,82,Fatal Injury,1,0,2,1,0,20,30,0,-10
390,11,Dodge,Sedans,9.0,47,Suspected Serious Injury,1,0,2,1,0,65,65,0,0
391,12,Ford,Pickups,5.0,35,Suspected Minor Injury,1,0,5,0,1,0,55,0,-55
392,12,BMW,Sedans,11.0,26,Possible Injury,1,0,5,0,0,0,55,0,-55
393,12,BMW,Sedans,11.0,16,Possible Injury,1,0,5,0,0,0,55,0,-55
394,12,BMW,Sedans,8.0,51,Possible Injury,1,0,5,0,0,0,55,0,-55
395,15,Chevrolet,Sedans,18.0,40,No Apparent Injury,1,0,2,0,0,15,25,0,-10
396,21,Ford,SUVs,21.0,45,Fatal Injury,1,0,1,0,1,70,55,2,15
397,99,GMC,SUVs,16.0,30,Fatal Injury,0,1,1,0,1,46,40,2,6
398,15,Ford,SUVs,15.0,37,No Apparent Injury,0,0,2,0,0,55,55,0,0
399,11,Dodge,Pickups,23.0,56,Fatal Injury,0,0,1,0,1,55,55,0,0
400,11,Dodge,Pickups,23.0,15,Suspected Serious Injury,1,0,1,0,1,55,55,0,0
401,7,Honda,Sedans,4.0,26,Suspected Serious Injury,1,0,5,0,0,0,70,0,-70
402,7,Ford,Sedans,1.0,23,Suspected Minor Injury,1,0,5,0,0,0,70,0,-70
403,3,Toyota,Pickups,26.0,33,Fatal Injury,1,0,1,0,1,70,70,2,0
404,9,BMW,Pickups,22.0,64,Fatal Injury,1,0,1,0,1,70,70,0,0
405,0,Chevrolet,Pickups,11.0,55,Fatal Injury,0,0,1,1,0,70,70,2,0
406,4,Chevrolet,Sedans,1.0,30,No Apparent Injury,1,0,1,1,0,70,70,2,0
407,8,Honda,Sedans,3.0,72,Fatal Injury,1,0,4,0,0,70,70,0,0
408,8,Ford,Pickups,5.0,36,No Apparent Injury,1,0,4,0,0,75,70,0,5
409,10,Honda,Sedans,14.0,17,Fatal Injury,0,0,1,0,0,80,55,0,25
410,12,Toyota,Pickups,13.0,61,Fatal Injury,0,1,2,0,1,55,55,0,0
411,18,Chevrolet,Pickups,16.0,32,Fatal Injury,0,2,1,1,1,65,45,2,20
412,3,Ford,Sedans,6.0,50,No Apparent Injury,1,0,1,0,0,58,45,2,13
413,14,Chevrolet,SUVs,23.0,33,Fatal Injury,0,0,2,0,0,30,45,0,-15
414,14,Toyota,SUVs,12.0,17,Suspected Minor Injury,1,0,2,0,1,45,45,0,0
415,14,Toyota,SUVs,12.0,17,Suspected Minor Injury,1,0,2,0,1,45,45,0,0
416,17,Chevrolet,SUVs,16.0,51,Fatal Injury,0,0,1,1,0,55,45,0,10
417,14,Chevrolet,SUVs,10.0,73,Suspected Minor Injury,1,0,2,0,0,55,55,0,0
418,14,Chevrolet,SUVs,10.0,72,Suspected Serious Injury,1,0,2,0,0,55,55,0,0
419,10,Honda,Sedans,4.0,31,Fatal Injury,0,0,1,0,0,55,45,0,10
420,2,Chevrolet,Pickups,8.0,24,Fatal Injury,0,0,1,0,0,65,55,2,10
421,22,Ford,Pickups,19.0,19,No Apparent Injury,1,0,1,0,0,50,45,2,5
422,5,Ford,Pickups,19.0,17,No Apparent Injury,1,0,1,0,0,55,60,2,-5
423,19,Chevrolet,Pickups,12.0,16,No Apparent Injury,1,0,4,0,0,45,45,2,0
424,19,Chevrolet,Pickups,12.0,16,No Apparent Injury,0,0,4,0,0,45,45,2,0
425,19,Honda,SUVs,4.0,50,Suspected Serious Injury,1,0,4,0,0,0,45,2,-45
426,19,Honda,SUVs,4.0,44,No Apparent Injury,1,0,4,0,0,0,45,2,-45
427,19,Honda,SUVs,4.0,73,Suspected Serious Injury,1,0,4,0,0,0,45,2,-45
428,13,Honda,Sedans,10.0,21,Possible Injury,1,0,2,0,0,65,65,0,0
429,15,Toyota,SUVs,5.0,81,Fatal Injury,1,0,2,0,0,10,50,0,-40
430,22,Honda,Sedans,19.0,35,No Apparent Injury,1,0,1,0,0,45,45,2,0
431,22,Honda,Sedans,19.0,28,No Apparent Injury,1,0,1,0,0,45,45,2,0
432,20,Chevrolet,Pickups,8.0,56,No Apparent Injury,1,0,1,0,0,50,55,2,-5
433,0,BMW,Pickups,7.0,36,Fatal Injury,0,1,1,0,1,60,40,2,20
434,16,Ford,Pickups,22.0,74,Fatal Injury,0,1,2,0,0,45,45,0,0
435,5,Honda,Sedans,17.0,33,No Apparent Injury,1,0,1,1,0,70,70,2,0
436,5,BMW,Sedans,6.0,37,Fatal Injury,1,0,1,0,0,70,70,2,0
437,10,Chevrolet,Pickups,5.0,26,Fatal Injury,1,0,1,1,0,70,70,0,0
438,10,Chevrolet,Pickups,5.0,49,Suspected Serious Injury,1,0,1,1,0,70,70,0,0
439,4,GMC,SUVs,15.0,33,Suspected Minor Injury,1,0,1,0,1,70,70,2,0
440,4,GMC,SUVs,15.0,31,Suspected Serious Injury,1,1,1,0,1,70,70,2,0
441,4,GMC,SUVs,15.0,32,Fatal Injury,0,1,1,0,1,70,70,2,0
442,4,GMC,SUVs,15.0,27,Suspected Minor Injury,1,0,1,0,1,70,70,2,0
443,4,GMC,SUVs,15.0,28,Fatal Injury,0,1,1,0,1,70,70,2,0
444,12,BMW,Sedans,7.0,58,Suspected Minor Injury,1,0,4,0,0,0,70,0,-70
445,12,BMW,Sedans,7.0,82,Suspected Serious Injury,1,0,4,0,0,0,70,0,-70
446,11,Ford,Pickups,14.0,34,Suspected Minor Injury,0,0,2,0,0,75,55,0,20
447,11,Ford,Pickups,17.0,66,Fatal Injury,1,0,2,0,0,50,55,0,-5
448,11,Ford,Pickups,17.0,64,Suspected Serious Injury,1,0,2,0,0,50,55,0,-5
449,12,Chevrolet,SUVs,13.0,36,Fatal Injury,1,0,1,0,0,55,55,0,0
450,10,Chevrolet,Pickups,14.0,50,No Apparent Injury,1,0,1,0,0,55,55,0,0
451,21,Ford,Pickups,15.0,20,No Apparent Injury,1,0,2,0,0,7,25,2,-18
452,21,Ford,Pickups,15.0,20,No Apparent Injury,1,0,2,0,0,7,25,2,-18
453,6,Ford,Pickups,16.0,80,Fatal Injury,0,1,2,0,0,10,45,1,-35
454,15,Chevrolet,Pickups,11.0,21,Fatal Injury,0,1,1,0,1,55,45,0,10
455,19,BMW,Sedans,22.0,24,Fatal Injury,0,1,1,0,1,60,40,2,20
456,19,BMW,Sedans,22.0,11,Suspected Minor Injury,0,1,1,0,1,60,40,2,20
457,15,Dodge,Sedans,6.0,67,Fatal Injury,1,0,1,1,1,55,55,0,0
458,6,Chevrolet,Sedans,6.0,39,Suspected Minor Injury,1,0,2,1,0,60,65,1,-5
459,6,Chevrolet,Sedans,6.0,8,Fatal Injury,1,0,2,1,0,60,65,1,-5
460,23,BMW,Sedans,3.0,17,Suspected Minor Injury,1,0,3,0,0,55,55,2,0
461,22,Honda,Sedans,10.0,21,Fatal Injury,1,0,3,0,1,55,55,2,0
462,22,Dodge,Sedans,11.0,23,No Apparent Injury,1,0,3,0,0,55,55,2,0
463,22,Dodge,Sedans,11.0,20,No Apparent Injury,1,0,3,0,0,55,55,2,0
464,2,Ford,Pickups,16.0,38,Fatal Injury,1,0,1,0,1,55,55,2,0
465,0,Dodge,Sedans,13.0,29,No Apparent Injury,0,0,2,0,0,5,40,2,-35
466,14,GMC,SUVs,2.0,34,No Apparent Injury,1,0,2,0,0,10,45,0,-35
467,20,GMC,SUVs,14.0,38,No Apparent Injury,0,0,2,0,0,60,45,2,15
468,20,GMC,SUVs,14.0,26,No Apparent Injury,1,0,2,0,0,60,45,2,15
469,21,BMW,Sedans,2.0,29,Fatal Injury,0,0,1,0,1,68,30,2,38
470,7,GMC,Pickups,17.0,77,Fatal Injury,0,0,1,0,0,40,45,0,-5
471,15,Hyundai,SUVs,2.0,77,Suspected Minor Injury,1,0,2,0,0,50,55,0,-5
472,16,Chevrolet,Pickups,15.0,55,Fatal Injury,0,0,1,0,1,75,45,0,30
473,6,Chevrolet,Pickups,17.0,40,Suspected Serious Injury,0,0,3,0,0,59,55,2,4
474,6,Chevrolet,SUVs,30.0,54,Fatal Injury,1,0,3,0,1,50,55,2,-5
475,19,Toyota,Sedans,17.0,30,No Apparent Injury,1,0,1,0,0,40,40,2,0
477,6,Honda,Sedans,5.0,71,Fatal Injury,1,0,2,0,0,40,40,0,0
478,15,Toyota,Sedans,21.0,23,Fatal Injury,0,1,2,0,0,60,45,0,15
479,0,Honda,Sedans,12.0,57,Fatal Injury,1,0,2,0,0,45,55,2,-10
480,13,Ford,SUVs,20.0,28,Fatal Injury,1,0,1,0,0,82,55,0,27
481,16,Chevrolet,Pickups,7.0,48,Fatal Injury,1,0,2,0,0,35,55,0,-20
482,15,Ford,SUVs,19.0,55,Fatal Injury,0,0,1,0,1,40,40,0,0
483,3,Chevrolet,SUVs,17.0,28,Fatal Injury,0,0,2,0,1,55,55,2,0
484,14,Toyota,Sedans,24.0,31,Possible Injury,1,0,2,0,0,40,55,0,-15
485,14,Toyota,Sedans,24.0,36,Fatal Injury,1,0,2,0,0,40,55,0,-15
486,4,Chevrolet,Pickups,13.0,22,No Apparent Injury,0,0,2,0,0,50,45,2,5
487,4,Ford,Pickups,20.0,62,Fatal Injury,1,0,2,0,0,15,45,2,-30
488,22,Ford,SUVs,21.0,60,Fatal Injury,0,1,1,0,1,65,65,2,0
489,15,Ford,Pickups,14.0,55,Fatal Injury,0,1,1,0,0,75,55,0,20
490,17,Chevrolet,Sedans,6.0,34,Fatal Injury,0,1,1,0,0,65,40,0,25
491,1,Chevrolet,Pickups,25.0,20,Fatal Injury,1,0,1,0,1,65,65,2,0
492,22,Jeep,SUVs,20.0,55,Fatal Injury,1,0,1,0,1,55,55,2,0
493,3,Dodge,Pickups,7.0,65,Suspected Serious Injury,0,0,2,0,0,55,55,2,0
494,3,Dodge,Pickups,7.0,63,Suspected Serious Injury,0,0,2,0,0,55,55,2,0
495,7,Chevrolet,Pickups,33.0,85,No Apparent Injury,1,0,1,0,0,35,35,1,0
496,10,Chevrolet,Pickups,14.0,20,Fatal Injury,0,0,1,0,0,85,50,0,35
497,21,Toyota,Pickups,13.0,31,Fatal Injury,1,0,2,0,1,70,55,2,15
498,13,Dodge,Pickups,14.0,72,Suspected Serious Injury,1,0,4,0,0,70,55,0,15
499,13,Dodge,Pickups,14.0,72,Fatal Injury,1,0,4,0,0,70,55,0,15
500,13,Chevrolet,Pickups,6.0,30,No Apparent Injury,1,0,4,0,0,15,55,0,-40
501,5,Hyundai,Sedans,10.0,28,Fatal Injury,0,1,1,0,1,70,70,0,0
502,22,BMW,Sedans,13.0,26,Fatal Injury,0,1,2,1,0,20,70,2,-50
503,9,Ford,Sedans,13.0,73,Suspected Serious Injury,1,0,1,1,0,55,70,0,-15
504,9,Ford,Sedans,13.0,80,Fatal Injury,1,0,1,1,0,55,70,0,-15
505,19,Chevrolet,SUVs,20.0,34,Suspected Minor Injury,1,0,3,0,0,80,70,2,10
506,19,Chevrolet,SUVs,20.0,35,Suspected Minor Injury,1,0,3,0,0,80,70,2,10
507,19,Chevrolet,Sedans,11.0,43,Fatal Injury,1,0,3,0,0,25,70,2,-45
508,19,Chevrolet,Sedans,11.0,24,Suspected Minor Injury,1,0,3,0,0,25,70,2,-45
509,19,Chevrolet,Sedans,11.0,2,Fatal Injury,1,0,3,0,0,25,70,2,-45
510,13,Chevrolet,SUVs,4.0,68,Suspected Serious Injury,1,0,2,0,0,50,55,0,-5
511,13,Chevrolet,SUVs,4.0,68,Fatal Injury,1,0,2,0,0,50,55,0,-5
512,5,Chevrolet,Pickups,8.0,28,No Apparent Injury,1,0,1,0,0,58,55,2,3
513,17,Chevrolet,SUVs,9.0,45,Suspected Serious Injury,1,0,2,0,0,55,55,0,0
514,3,Chevrolet,Pickups,12.0,19,Suspected Serious Injury,0,0,1,0,0,70,40,2,30
515,3,Chevrolet,Pickups,12.0,20,Fatal Injury,0,0,1,0,0,70,40,2,30
516,17,Dodge,Pickups,21.0,52,Fatal Injury,1,0,1,1,1,65,40,0,25
517,14,Ford,Sedans,17.0,22,Fatal Injury,1,0,2,1,0,65,55,0,10
518,14,GMC,Pickups,14.0,71,Suspected Minor Injury,1,0,2,1,0,55,55,0,0
519,19,Chevrolet,Pickups,16.0,46,No Apparent Injury,1,0,1,0,0,45,45,2,0
520,19,BMW,Sedans,14.0,60,Fatal Injury,1,0,2,0,0,55,55,2,0
521,19,BMW,Sedans,14.0,79,Fatal Injury,1,0,2,0,0,55,55,2,0
522,19,Jeep,SUVs,3.0,43,No Apparent Injury,1,0,2,0,0,45,60,2,-15
523,19,Jeep,SUVs,3.0,41,No Apparent Injury,1,0,2,0,0,45,60,2,-15
524,16,Jeep,SUVs,21.0,35,Fatal Injury,0,1,1,0,1,45,45,0,0
525,13,Honda,Sedans,8.0,20,Suspected Serious Injury,0,0,2,0,1,10,65,0,-55
526,13,Honda,Sedans,8.0,23,Fatal Injury,1,0,2,0,1,10,65,0,-55
527,13,Honda,Sedans,8.0,29,Suspected Serious Injury,0,0,2,0,1,10,65,0,-55
528,13,Chevrolet,Pickups,4.0,20,Suspected Minor Injury,1,0,2,0,0,65,65,0,0
530,15,Hyundai,Sedans,4.0,17,Suspected Minor Injury,0,0,2,0,0,45,55,0,-10
531,21,Ford,Sedans,14.0,30,Fatal Injury,0,1,1,0,0,65,45,2,20
532,21,Ford,Sedans,14.0,27,Fatal Injury,1,0,1,0,0,65,45,2,20
533,16,Toyota,Pickups,17.0,42,No Apparent Injury,1,0,1,0,0,50,55,0,-5
534,9,GMC,Pickups,13.0,49,Possible Injury,1,0,2,0,0,0,45,0,-45
535,8,Ford,Sedans,16.0,30,Fatal Injury,1,0,2,0,0,60,25,0,35
536,8,Ford,Sedans,16.0,65,Suspected Minor Injury,0,0,2,0,0,60,25,0,35
537,13,Chevrolet,Pickups,5.0,78,Fatal Injury,0,0,1,1,0,35,30,0,5
538,4,Ford,SUVs,15.0,18,Suspected Serious Injury,0,0,1,0,1,55,55,2,0
539,4,Ford,SUVs,15.0,19,Fatal Injury,0,1,1,0,1,55,55,2,0
540,22,Ford,Pickups,20.0,48,Fatal Injury,0,2,1,0,1,65,55,2,10
541,5,Ford,Pickups,17.0,24,Fatal Injury,0,0,1,0,1,92,60,2,32
542,6,Ford,Pickups,8.0,19,Suspected Minor Injury,1,0,2,0,0,70,55,1,15
543,6,Honda,Sedans,12.0,29,Fatal Injury,0,0,2,0,0,55,55,1,0
544,0,Dodge,Pickups,11.0,37,Fatal Injury,1,0,1,0,0,65,40,2,25
545,2,Chevrolet,Sedans,2.0,16,Fatal Injury,1,0,1,0,2,65,40,2,25
546,15,Chevrolet,Pickups,26.0,75,Fatal Injury,0,0,1,0,1,80,65,0,15
547,15,Chevrolet,Pickups,26.0,67,Suspected Serious Injury,0,0,1,0,1,80,65,0,15
548,0,Toyota,Pickups,9.0,20,No Apparent Injury,1,0,1,0,0,60,65,2,-5
549,9,BMW,Sedans,11.0,29,Fatal Injury,0,0,2,1,0,55,55,0,0
550,16,Toyota,Sedans,3.0,79,Suspected Minor Injury,1,0,2,1,0,5,45,0,-40
551,16,Toyota,Sedans,3.0,85,Fatal Injury,1,0,2,1,0,5,45,0,-40
552,16,Chevrolet,Pickups,17.0,50,Possible Injury,1,0,2,1,0,42,45,0,-3
553,12,BMW,Pickups,13.0,23,Fatal Injury,0,0,1,1,0,75,40,0,35
554,8,Chevrolet,Pickups,5.0,41,No Apparent Injury,1,0,1,1,0,45,45,0,0
555,17,GMC,Pickups,7.0,78,Suspected Serious Injury,1,0,3,0,0,65,55,2,10
556,17,GMC,Pickups,7.0,80,Fatal Injury,1,0,3,0,0,65,55,2,10
557,17,GMC,SUVs,6.0,39,No Apparent Injury,1,0,3,0,0,55,55,2,0
558,17,GMC,SUVs,6.0,46,No Apparent Injury,1,0,3,0,0,55,55,2,0
559,7,Toyota,Sedans,12.0,55,Suspected Minor Injury,0,0,1,0,0,60,45,0,15
560,7,Toyota,Sedans,12.0,45,Fatal Injury,0,0,1,0,0,60,45,0,15
561,19,Hyundai,Sedans,8.0,19,Suspected Serious Injury,0,0,2,0,0,80,55,2,25
562,19,Hyundai,Sedans,8.0,47,Suspected Minor Injury,0,0,2,0,0,80,55,2,25
563,17,Ford,SUVs,2.0,47,Fatal Injury,1,0,2,0,0,0,65,2,-65
564,0,Chevrolet,SUVs,11.0,42,No Apparent Injury,1,0,1,0,0,60,65,2,-5
565,9,GMC,Pickups,20.0,30,Suspected Minor Injury,1,0,2,1,0,50,55,0,-5
566,7,Hyundai,SUVs,10.0,51,Fatal Injury,1,0,2,0,0,70,65,0,5
567,14,Chevrolet,Sedans,6.0,74,Suspected Serious Injury,1,0,2,0,0,5,35,0,-30
568,14,Chevrolet,SUVs,25.0,74,Fatal Injury,1,0,2,0,0,45,45,0,0
569,12,Dodge,Pickups,17.0,68,No Apparent Injury,1,0,2,0,0,55,55,0,0
570,21,Chevrolet,Sedans,18.0,39,Fatal Injury,1,0,1,0,1,90,55,2,35
571,21,Chevrolet,Sedans,18.0,31,Suspected Minor Injury,1,0,1,0,1,90,55,2,35
572,13,BMW,Sedans,10.0,17,Fatal Injury,0,0,1,0,0,65,50,0,15
573,13,BMW,Sedans,10.0,16,Suspected Minor Injury,0,0,1,0,0,65,50,0,15
574,22,Chevrolet,SUVs,4.0,38,No Apparent Injury,1,0,1,0,0,60,40,2,20
575,6,Honda,Sedans,9.0,40,No Apparent Injury,1,0,1,0,0,50,45,2,5
576,5,Honda,Sedans,4.0,84,Fatal Injury,1,0,2,0,0,60,70,2,-10
577,6,Toyota,SUVs,15.0,24,Fatal Injury,0,1,1,1,1,45,70,0,-25
578,13,Toyota,Sedans,4.0,19,Fatal Injury,1,0,1,1,0,75,65,0,10
579,21,Chevrolet,Pickups,13.0,27,Fatal Injury,1,0,1,0,0,65,45,2,20
580,0,Ford,Pickups,5.0,24,No Apparent Injury,1,0,1,0,0,65,65,2,0
581,6,Chevrolet,Pickups,9.0,69,Fatal Injury,0,0,1,1,0,45,45,0,0
582,2,Chevrolet,Pickups,15.0,28,Fatal Injury,1,0,1,1,1,55,35,2,20
583,20,Toyota,Pickups,8.0,19,Fatal Injury,0,1,1,0,1,100,45,2,55
584,18,Honda,Sedans,13.0,25,No Apparent Injury,1,0,1,0,0,45,45,2,0
585,17,Ford,Pickups,8.0,49,Fatal Injury,0,0,2,0,0,65,65,1,0
586,13,Toyota,Sedans,9.0,87,Suspected Serious Injury,1,0,2,0,0,0,55,0,-55
587,13,Toyota,Sedans,9.0,78,Fatal Injury,1,0,2,0,0,0,55,0,-55
588,17,Ford,Pickups,12.0,77,No Apparent Injury,1,0,1,0,0,45,45,2,0
589,0,Chevrolet,Sedans,17.0,37,Fatal Injury,0,0,1,1,0,75,45,2,30
590,19,Toyota,SUVs,17.0,62,Fatal Injury,0,0,1,0,1,45,45,2,0
591,19,Ford,Sedans,7.0,51,No Apparent Injury,1,0,1,0,0,55,55,2,0
592,18,Honda,SUVs,20.0,76,Fatal Injury,1,0,2,0,0,50,55,2,-5
593,18,GMC,Pickups,13.0,27,Suspected Minor Injury,1,0,2,0,0,55,55,2,0
